timestamp,open,high,low,close,volume,pair
1589160600,8715.1,8735,8710.2,8731.8,5.79427641,BTC/USD
1589160900,8731.8,8735,8712,8715.8,4.44713884,BTC/USD
1589161200,8715.8,8745.4,8713.3,8745.4,48.32993947,BTC/USD
1589161500,8745.4,8745.4,8729.8,8741.9,2.0207173,BTC/USD
1589161800,8741.6,8744.2,8735,8735.1,3.05832682,BTC/USD
1589162100,8733.9,8733.9,8710,8717.4,7.34996053,BTC/USD
1589162400,8716.2,8720.8,8713.8,8720.2,7.88914675,BTC/USD
1589162700,8718.8,8726.3,8718.7,8725,1.90929933,BTC/USD
1589163000,8725,8725,8691.1,8718.7,37.4740605,BTC/USD
1589163300,8718.7,8741.6,8718.7,8737.6,61.51994599,BTC/USD
1589163600,8737.6,8748.5,8729.8,8744.5,29.23449265,BTC/USD
1589163900,8744.2,8754,8738.1,8738.3,2.82337652,BTC/USD
1589164200,8738.2,8754.6,8738.2,8754.6,4.97550987,BTC/USD
1589164500,8752.3,8760,8749.7,8756.7,6.06497895,BTC/USD
1589164800,8756.7,8756.7,8747.9,8755.4,5.86204005,BTC/USD
1589165100,8752.9,8760,8738.4,8760,3.83206531,BTC/USD
1589165400,8759.9,8760,8751.2,8756.2,1.47932184,BTC/USD
1589165700,8756.2,8756.8,8750.4,8752,13.78411645,BTC/USD
1589166000,8752,8766.6,8748.1,8762.7,7.28241615,BTC/USD
1589166300,8764.8,8773,8764.8,8771.6,18.07724267,BTC/USD
1589166600,8771.6,8771.6,8759,8769.4,1.89569962,BTC/USD
1589166900,8768.2,8768.2,8726.1,8734.4,17.10572831,BTC/USD
1589167200,8727.3,8734.8,8718.9,8721,8.7750434,BTC/USD
1589167500,8724.9,8729.3,8703,8723.4,24.19273887,BTC/USD
1589167800,8724.7,8724.7,8688.5,8703.7,21.39129713,BTC/USD
1589168100,8703.7,8703.7,8671.3,8700.7,36.12153187,BTC/USD
1589168400,8701,8703.8,8697,8703.7,6.47304649,BTC/USD
1589168700,8703.7,8703.7,8683.6,8699.9,3.81510925,BTC/USD
1589169000,8699.9,8719.2,8699.9,8716.5,25.35921038,BTC/USD
1589169300,8716.5,8717.1,8700,8701.9,12.4132327,BTC/USD
1589169600,8704.8,8710.4,8678.4,8707.6,62.58001275,BTC/USD
1589169900,8708,8713,8707.1,8708.3,6.7789868,BTC/USD
1589170200,8708.3,8712.8,8707.1,8707.1,1.88368241,BTC/USD
1589170500,8701.7,8701.7,8660,8664.7,33.66453266,BTC/USD
1589170800,8664.7,8679.1,8627.6,8655.7,78.4602176,BTC/USD
1589171100,8661.1,8712.5,8652.6,8681.4,25.29552515,BTC/USD
1589171400,8681.4,8711.3,8681.4,8709.7,26.12317502,BTC/USD
1589171700,8711.2,8711.3,8685.6,8685.6,4.78904816,BTC/USD
1589172000,8685.6,8699.5,8683,8693.1,1.92083684,BTC/USD
1589172300,8687.1,8688,8670.4,8670.5,9.34421873,BTC/USD
1589172600,8670.5,8674.5,8660.7,8671.5,9.3594972,BTC/USD
1589172900,8665.2,8670.1,8627.1,8633.9,77.05692817,BTC/USD
1589173200,8633.8,8650.5,8626.9,8640.5,7.77407293,BTC/USD
1589173500,8640.5,8670,8640.5,8650.2,64.74565047,BTC/USD
1589173800,8649.3,8661.9,8649.3,8655,2.5323608,BTC/USD
1589174100,8655,8657.4,8628.4,8639.4,11.38518706,BTC/USD
1589174400,8635.7,8666,8631.5,8661,14.9639161,BTC/USD
1589174700,8661,8685.4,8650,8650,8.1555314,BTC/USD
1589175000,8650.6,8665.1,8650.6,8657.3,0.84356745,BTC/USD
1589175300,8657.3,8675.5,8650.2,8675.2,8.64362294,BTC/USD
1589175600,8676.4,8685,8669.9,8685,7.80441104,BTC/USD
1589175900,8685,8704.4,8683,8694.7,23.70829263,BTC/USD
1589176200,8694.7,8700.4,8688.3,8688.3,4.78845655,BTC/USD
1589176500,8686.8,8697,8686.5,8693.1,6.79942439,BTC/USD
1589176800,8693.1,8696.6,8673.2,8676.2,8.00967509,BTC/USD
1589177100,8676.2,8693.2,8675.1,8691.7,15.07724444,BTC/USD
1589177400,8691.7,8698.1,8687.8,8698.1,0.4255374,BTC/USD
1589177700,8698.2,8727.4,8698.2,8715.9,10.00225569,BTC/USD
1589178000,8715.7,8720,8710.2,8720,3.50459425,BTC/USD
1589178300,8720,8737.5,8720,8730.1,14.40242016,BTC/USD
1589178600,8730.1,8730.1,8712.8,8715.5,8.0012091,BTC/USD
1589178900,8715.5,8717.8,8702,8702,5.94720753,BTC/USD
1589179200,8703,8703,8696.3,8701.2,15.79072409,BTC/USD
1589179500,8701.5,8711.6,8690,8693.2,14.96108448,BTC/USD
